topic,verse_ref,verse_content
fasting,Luke 4:1-2,"Jesus, full of the Holy Spirit, left the Jordan and was led by the Spirit into the wilderness, where for forty days he was tempted by the devil. He ate nothing during those days, and at the end of them he was hungry."
fasting,Acts 13:2,"While they were worshiping the Lord and fasting, the Holy Spirit said, “Set apart for me Barnabas and Saul for the work to which I have called them.”"
fasting,Exodus 34:28,Moses was there with the Lord forty days and forty nights without eating bread or drinking water. And he wrote on the tablets the words of the covenant—the Ten Commandments.
fasting,Esther 4:16,"Go, gather together all the Jews who are in Susa, and fast for me. Do not eat or drink for three days, night or day. I and my attendants will fast as you do. When this is done, I will go to the king, even though it is against the law. And if I perish, I perish."
the-father,Psalm 103:13,"As a father has compassion on his children, so the Lord has compassion on those who fear him."
the-father,1 John 3:1,"See what great love the Father has lavished on us, that we should be called children of God! And that is what we are! The reason the world does not know us is that it did not know him."
the-father,Proverbs 3:11-12,"My son, do not despise the Lord’s discipline, and do not resent his rebuke, because the Lord disciplines those he loves, as a father the son he delights in."
the-father,Matthew 6:6,"But when you pray, go into your room, close the door and pray to your Father, who is unseen. Then your Father, who sees what is done in secret, will reward you."
the-father,Matthew 6:26,"Look at the birds of the air; they do not sow or reap or store away in barns, and yet your heavenly Father feeds them. Are you not much more valuable than they?"
the-father,John 17:24,"Father, I want those you have given me to be with me where I am, and to see my glory, the glory you have given me because you loved me before the creation of the world."
the-father,John 10:28-30,"I give them eternal life, and they shall never perish; no one will snatch them out of my hand. My Father, who has given them to me, is greater than all; no one can snatch them out of my Father’s hand. I and the Father are one."
the-father,Philippians 4:20,To our God and Father be glory for ever and ever. Amen.
the-father,Proverbs 15:5,"A fool spurns a parent’s discipline, but whoever heeds correction shows prudence."
the-father,1 John 2:15,"Do not love the world or anything in the world. If anyone loves the world, love for the Father is not in them."
the-father,John 1:12,"Yet to all who did receive him, to those who believed in his name, he gave the right to become children of God."
the-father,John 14:23,"Jesus replied, “Anyone who loves me will obey my teaching. My Father will love them, and we will come to them and make our home with them.”"
the-father,Luke 12:32,"Do not be afraid, little flock, for your Father has been pleased to give you the kingdom."
the-father,James 1:17,"Every good and perfect gift is from above, coming down from the Father of the heavenly lights, who does not change like shifting shadows."
the-father,Matthew 10:29-31,Are not two sparrows sold for a penny? Yet not one of them will fall to the ground outside your Father’s care. And even the very hairs of your head are all numbered. So don’t be afraid; you are worth more than many sparrows.
the-father,Matthew 26:53,"Do you think I cannot call on my Father, and he will at once put at my disposal more than twelve legions of angels?"
the-father,John 14:6,"Jesus answered, “I am the way and the truth and the life. No one comes to the Father except through me.”"
the-father,Romans 8:32,"He who did not spare his own Son, but gave him up for us all—how will he not also, along with him, graciously give us all things?"
the-father,John 14:21,"Whoever has my commands and keeps them is the one who loves me. The one who loves me will be loved by my Father, and I too will love them and show myself to them."
the-father,1 Corinthians 8:6,"Yet for us there is but one God, the Father, from whom all things came and for whom we live; and there is but one Lord, Jesus Christ, through whom all things came and through whom we live."
the-father,Romans 8:19,For the creation waits in eager expectation for the children of God to be revealed.
the-father,John 14:13,"And I will do whatever you ask in my name, so that the Father may be glorified in the Son."
the-father,Isaiah 9:6,"For to us a child is born, to us a son is given, and the government will be on his shoulders. And he will be called Wonderful Counselor, Mighty God, Everlasting Father, Prince of Peace."
the-father,John 14:2,"My Father’s house has many rooms; if that were not so, would I have told you that I am going there to prepare a place for you?"
the-father,John 1:18,"No one has ever seen God, but the one and only Son, who is himself God and is in closest relationship with the Father, has made him known."
fear,Isaiah 41:10,"So do not fear, for I am with you; do not be dismayed, for I am your God. I will strengthen you and help you; I will uphold you with my righteous right hand."
fear,Psalm 56:3,"When I am afraid, I put my trust in you."
fear,Joshua 1:9,"Have I not commanded you? Be strong and courageous. Do not be afraid; do not be discouraged, for the Lord your God will be with you wherever you go."
fear,Isaiah 41:13,"For I am the Lord your God who takes hold of your right hand and says to you, Do not fear; I will help you."
fear,Philippians 4:6-7,"Do not be anxious about anything, but in every situation, by prayer and petition, with thanksgiving, present your requests to God. And the peace of God, which transcends all understanding, will guard your hearts and your minds in Christ Jesus."
fear,Psalm 118:6,The Lord is with me; I will not be afraid. What can mere mortals do to me?
fear,1 John 4:18,"There is no fear in love. But perfect love drives out fear, because fear has to do with punishment. The one who fears is not made perfect in love."
fear,1 Peter 5:7,Cast all your anxiety on him because he cares for you.
fear,Psalm 23:4,"Even though I walk through the darkest valley, I will fear no evil, for you are with me; your rod and your staff, they comfort me."
fear,2 Timothy 1:7,"For the Spirit God gave us does not make us timid, but gives us power, love and self-discipline."
fear,Proverbs 29:25,"Fear of man will prove to be a snare, but whoever trusts in the Lord is kept safe."
fear,Deuteronomy 31:6,"Be strong and courageous. Do not be afraid or terrified because of them, for the Lord your God goes with you; he will never leave you nor forsake you."
